ground_truth,prediction,confidence,correct
Afrikaans,Dutch,0.4845275580883026,False
Afrikaans,English,0.21305865049362183,False
Afrikaans,Welsh,0.17176249623298645,False
Afrikaans,English,0.2535608112812042,False
Afrikaans,Finnish,0.18179406225681305,False
Afrikaans,English,0.3285384178161621,False
Afrikaans,Afrikaans,0.5899267792701721,True
Afrikaans,Norwegian,0.2321675717830658,False
Afrikaans,Finnish,0.16790489852428436,False
Afrikaans,Swedish,0.6074404120445251,False
Afrikaans,Norwegian,0.21474187076091766,False
Afrikaans,[Whisper-la],0.28039664030075073,False
Afrikaans,Dutch,0.2800872325897217,False
Afrikaans,Afrikaans,0.6544950604438782,True
Afrikaans,English,0.16661714017391205,False
Afrikaans,Afrikaans,0.5853132605552673,True
Afrikaans,Dutch,0.8060462474822998,False
Afrikaans,German,0.8987425565719604,False
Afrikaans,Dutch,0.3011012673377991,False
Afrikaans,Dutch,0.8889573812484741,False
Afrikaans,English,0.32610946893692017,False
Afrikaans,Afrikaans,0.6276099681854248,True
Afrikaans,Swedish,0.6690551042556763,False
Afrikaans,Dutch,0.30389317870140076,False
Afrikaans,Afrikaans,0.8222500085830688,True
Afrikaans,Dutch,0.8877164721488953,False
Afrikaans,English,0.20320270955562592,False
Afrikaans,Dutch,0.9535898566246033,False
Afrikaans,Arabic,0.22408625483512878,False
Afrikaans,German,0.5275925993919373,False
Afrikaans,English,0.06789786368608475,False
Amharic,Bengali,0.23138664662837982,False
Amharic,Amharic,0.28094711899757385,True
Amharic,Amharic,0.25881659984588623,True
Amharic,Khmer,0.16348564624786377,False
Amharic,Arabic,0.35257968306541443,False
Amharic,Arabic,0.4075908660888672,False
Amharic,Amharic,0.486375629901886,True
Amharic,Armenian,0.08389098197221756,False
Amharic,Armenian,0.3440236747264862,False
Amharic,Marathi,0.2622829079627991,False
Amharic,Khmer,0.28136196732521057,False
Amharic,Finnish,0.07658035308122635,False
Amharic,Arabic,0.35904332995414734,False
Amharic,Arabic,0.13557223975658417,False
Amharic,Amharic,0.38181251287460327,True
Amharic,Amharic,0.09590504318475723,True
Amharic,Amharic,0.3841511011123657,True
Amharic,Amharic,0.0776422843337059,True
Amharic,Hungarian,0.11644364893436432,False
Amharic,German,0.4251830279827118,False
Amharic,Amharic,0.22823210060596466,True
Amharic,Amharic,0.4012199640274048,True
Amharic,Arabic,0.4234926998615265,False
Amharic,Amharic,0.2093825787305832,True
Amharic,Amharic,0.25675758719444275,True
Amharic,Armenian,0.2731647789478302,False
Amharic,Amharic,0.08594653755426407,True
Amharic,Armenian,0.14900898933410645,False
Amharic,Romanian,0.09674014896154404,False
Amharic,Arabic,0.3287941515445709,False
Amharic,Arabic,0.4177931249141693,False
Amharic,Amharic,0.08021248877048492,True
Amharic,Amharic,0.19929583370685577,True
Amharic,French,0.03419923409819603,False
Amharic,Arabic,0.11933532357215881,False
Amharic,English,0.05004321411252022,False
Amharic,Amharic,0.1906057596206665,True
Amharic,Armenian,0.3546525239944458,False
Amharic,Armenian,0.24823975563049316,False
Amharic,Amharic,0.5878034830093384,True
Amharic,[Whisper-si],0.15173891186714172,False
Amharic,[Whisper-la],0.6469085216522217,False
Amharic,Amharic,0.32444313168525696,True
Amharic,Armenian,0.20276790857315063,False
Amharic,Amharic,0.08626178652048111,True
Amharic,Arabic,0.8732929825782776,False
Amharic,English,0.32972097396850586,False
Amharic,English,0.18867841362953186,False
Amharic,Amharic,0.2449571043252945,True
Amharic,Amharic,0.5305727124214172,True
Amharic,Amharic,0.15607380867004395,True
Amharic,Indonesian,0.1905224621295929,False
Amharic,Amharic,0.24264433979988098,True
Amharic,Swedish,0.14917193353176117,False
Amharic,Armenian,0.1580331027507782,False
Amharic,Arabic,0.622231125831604,False
Amharic,Armenian,0.4167034924030304,False
Amharic,Armenian,0.056062791496515274,False
Amharic,Arabic,0.28886088728904724,False
Amharic,[Whisper-si],0.10941127687692642,False
Amharic,Armenian,0.2314017117023468,False
Amharic,Amharic,0.25013482570648193,True
Amharic,Arabic,0.5434024930000305,False
Amharic,Amharic,0.22308281064033508,True
Amharic,Arabic,0.7895335555076599,False
Amharic,Arabic,0.3173591196537018,False
Amharic,Armenian,0.2202032208442688,False
Amharic,Turkish,0.20903821289539337,False
Amharic,Amharic,0.37050390243530273,True
Amharic,Amharic,0.0839461088180542,True
Amharic,[Whisper-si],0.08588043600320816,False
Amharic,Turkish,0.14505217969417572,False
Amharic,Arabic,0.5648303031921387,False
Amharic,Hungarian,0.25877586007118225,False
Amharic,Amharic,0.4036499559879303,True
Amharic,Hungarian,0.35656172037124634,False
Amharic,Amharic,0.20912012457847595,True
Amharic,Armenian,0.5487282276153564,False
Amharic,Armenian,0.1920206993818283,False
Amharic,Estonian,0.15385857224464417,False
Amharic,Finnish,0.08714167773723602,False
Amharic,Armenian,0.22606702148914337,False
Amharic,Arabic,0.7190313339233398,False
Amharic,Armenian,0.23623956739902496,False
Amharic,Amharic,0.170755997300148,True
Amharic,[Whisper-sq],0.03914972022175789,False
Amharic,Amharic,0.15538354218006134,True
Amharic,Romanian,0.24623824656009674,False
Amharic,Armenian,0.6034408211708069,False
Amharic,Amharic,0.41733860969543457,True
Amharic,Arabic,0.8161709308624268,False
Amharic,Amharic,0.47546735405921936,True
Amharic,Malay,0.1445663571357727,False
Amharic,Amharic,0.24451704323291779,True
Amharic,Amharic,0.2488991767168045,True
Amharic,Spanish,0.47828686237335205,False
Amharic,Marathi,0.22405065596103668,False
Amharic,Bengali,0.04348791763186455,False
Amharic,Amharic,0.15152187645435333,True
Amharic,Arabic,0.2777820825576782,False
Amharic,Danish,0.1159246563911438,False
Amharic,[Whisper-si],0.3469533622264862,False
Amharic,Arabic,0.32296907901763916,False
Amharic,Persian,0.6239684224128723,False
Amharic,Amharic,0.2829577326774597,True
Amharic,Turkish,0.24765510857105255,False
Amharic,Bengali,0.16492822766304016,False
Amharic,Armenian,0.44141197204589844,False
Amharic,Armenian,0.22401629388332367,False
Amharic,Amharic,0.33090469241142273,True
Amharic,Punjabi,0.18188685178756714,False
Amharic,Hungarian,0.15743272006511688,False
Amharic,Spanish,0.31257501244544983,False
Amharic,Arabic,0.38738152384757996,False
Amharic,Armenian,0.3057100176811218,False
Amharic,Maori,0.5374372005462646,False
Amharic,English,0.10297293961048126,False
Amharic,Armenian,0.7574551105499268,False
Amharic,Amharic,0.12537433207035065,True
Amharic,Amharic,0.18243274092674255,True
Amharic,Amharic,0.39384737610816956,True
Amharic,Hungarian,0.44225379824638367,False
Amharic,Bengali,0.14556609094142914,False
Amharic,[Whisper-si],0.1810392588376999,False
Amharic,Amharic,0.1601044088602066,True
Amharic,[Whisper-si],0.05831802263855934,False
Amharic,Arabic,0.29117685556411743,False
Amharic,Arabic,0.1905713826417923,False
Amharic,Romanian,0.5366866588592529,False
Amharic,Armenian,0.6098273396492004,False
Amharic,Khmer,0.1789734661579132,False
Amharic,Spanish,0.05452364310622215,False
Amharic,Hindi,0.11253158748149872,False
Amharic,Bengali,0.1561325490474701,False
Amharic,Malayalam,0.0730075091123581,False
Amharic,Amharic,0.5260494947433472,True
Amharic,[Whisper-si],0.11844637244939804,False
Amharic,Amharic,0.25570613145828247,True
Amharic,Amharic,0.17479553818702698,True
Amharic,Arabic,0.12017755955457687,False
Amharic,Amharic,0.2395561933517456,True
Amharic,Armenian,0.1918867826461792,False
Amharic,Armenian,0.23310266435146332,False
Amharic,Amharic,0.5017129778862,True
Amharic,Amharic,0.5127507448196411,True
Amharic,Arabic,0.2379034012556076,False
Amharic,Amharic,0.538236141204834,True
Amharic,Filipino,0.3243900239467621,False
Amharic,Arabic,0.598162829875946,False
Amharic,Turkish,0.10345668345689774,False
Amharic,Amharic,0.6325502395629883,True
Amharic,Armenian,0.17417016625404358,False
Amharic,Bengali,0.24633052945137024,False
Amharic,Amharic,0.11175022274255753,True
Amharic,Amharic,0.12148314714431763,True
Amharic,English,0.48590075969696045,False
Amharic,Turkish,0.821281909942627,False
Amharic,Amharic,0.09992003440856934,True
Amharic,Khmer,0.05460424721240997,False
Amharic,Amharic,0.36166760325431824,True
Amharic,Hungarian,0.17347997426986694,False
Amharic,Amharic,0.2774299085140228,True
Amharic,Amharic,0.09582304954528809,True
Amharic,Hungarian,0.14994560182094574,False
Amharic,[Whisper-sq],0.14142683148384094,False
Amharic,Romanian,0.21780672669410706,False
Amharic,Arabic,0.2515755891799927,False
Amharic,Armenian,0.3849121928215027,False
Amharic,English,0.013875868171453476,False
Amharic,Amharic,0.5574622750282288,True
Amharic,Armenian,0.13723264634609222,False
Amharic,Finnish,0.12850074470043182,False
Amharic,Nepali,0.10955635458230972,False
Amharic,Armenian,0.2989144027233124,False
Amharic,Persian,0.1326359063386917,False
Amharic,Amharic,0.28982236981391907,True
Amharic,Amharic,0.2470187097787857,True
Amharic,Amharic,0.32809293270111084,True
Amharic,Nepali,0.18605506420135498,False
Amharic,Khmer,0.42400795221328735,False
Amharic,Amharic,0.1609378457069397,True
Amharic,Armenian,0.15675406157970428,False
Amharic,Amharic,0.5817883014678955,True
Amharic,Hungarian,0.1336263120174408,False
Amharic,Bengali,0.8712897896766663,False
Amharic,Amharic,0.4422345757484436,True
Amharic,Amharic,0.07373759150505066,True
Amharic,Greek,0.0515243224799633,False
Amharic,Amharic,0.3099813163280487,True
Amharic,Amharic,0.3976527750492096,True
Amharic,Filipino,0.2123466432094574,False
Amharic,Armenian,0.1309887170791626,False
Amharic,Khmer,0.3372458815574646,False
Amharic,Amharic,0.2317756712436676,True
Amharic,Hungarian,0.38368403911590576,False
Amharic,Arabic,0.3886268138885498,False
Amharic,Armenian,0.34355396032333374,False
Amharic,Arabic,0.5105377435684204,False
Amharic,Amharic,0.11941724270582199,True
Amharic,English,0.06583752483129501,False
Amharic,Bengali,0.3454716205596924,False
Amharic,Amharic,0.24622514843940735,True
Amharic,Amharic,0.21105141937732697,True
Amharic,Armenian,0.5988815426826477,False
Amharic,Amharic,0.1344386637210846,True
Amharic,Amharic,0.17950381338596344,True
Amharic,Arabic,0.3314421772956848,False
Amharic,Filipino,0.18049775063991547,False
Amharic,Hungarian,0.13949638605117798,False
Amharic,Arabic,0.144184872508049,False
Amharic,Armenian,0.48787418007850647,False
Amharic,Amharic,0.3177392780780792,True
Amharic,Amharic,0.17470583319664001,True
Amharic,Persian,0.12428329885005951,False
Amharic,Khmer,0.10387793183326721,False
Amharic,Amharic,0.5883527994155884,True
Amharic,Amharic,0.3137553036212921,True
Amharic,Amharic,0.12794746458530426,True
Amharic,Armenian,0.18056906759738922,False
Amharic,Amharic,0.23379144072532654,True
Amharic,Arabic,0.22780528664588928,False
Amharic,Armenian,0.223154678940773,False
Amharic,Armenian,0.12261083722114563,False
Amharic,Armenian,0.19991697371006012,False
Amharic,English,0.2776794731616974,False
Amharic,Amharic,0.2928815484046936,True
Amharic,Armenian,0.23060795664787292,False
Amharic,Romanian,0.44704604148864746,False
Amharic,Armenian,0.5177406072616577,False
Amharic,Amharic,0.5086038708686829,True
Amharic,Armenian,0.18443073332309723,False
Amharic,Amharic,0.2911210358142853,True
Amharic,[Whisper-si],0.31271401047706604,False
Amharic,Amharic,0.4373229444026947,True
Amharic,Amharic,0.19954024255275726,True
Amharic,Arabic,0.2887229025363922,False
Amharic,Armenian,0.17693151533603668,False
Amharic,[Whisper-si],0.09843570739030838,False
Amharic,Hungarian,0.230645090341568,False
Amharic,[Whisper-la],0.3024193048477173,False
Amharic,Amharic,0.31687018275260925,True
Amharic,Amharic,0.14416944980621338,True
Amharic,Armenian,0.3706214725971222,False
Amharic,Armenian,0.8087347745895386,False
Amharic,Armenian,0.11390417069196701,False
Amharic,Amharic,0.13261006772518158,True
Amharic,Finnish,0.14175567030906677,False
Amharic,Indonesian,0.11157485842704773,False
Amharic,[Whisper-sq],0.13820011913776398,False
Amharic,Amharic,0.2290346920490265,True
Amharic,Armenian,0.3146044611930847,False
Amharic,Amharic,0.3366231918334961,True
Amharic,Amharic,0.3460918068885803,True
Amharic,Amharic,0.41932082176208496,True
Amharic,Armenian,0.14192043244838715,False
Amharic,Amharic,0.17904679477214813,True
Amharic,Arabic,0.1136186420917511,False
Amharic,Bengali,0.12347685545682907,False
Amharic,Hindi,0.21670223772525787,False
Amharic,Arabic,0.22963517904281616,False
Amharic,Amharic,0.08659040927886963,True
Amharic,Khmer,0.09676960855722427,False
Amharic,Amharic,0.10504166036844254,True
Amharic,Amharic,0.27498090267181396,True
Amharic,Amharic,0.058043818920850754,True
Amharic,Amharic,0.424503356218338,True
Amharic,Armenian,0.2050221562385559,False
Amharic,[Whisper-si],0.22889934480190277,False
Amharic,[Whisper-si],0.21810072660446167,False
Amharic,Amharic,0.27149346470832825,True
Amharic,Arabic,0.18931885063648224,False
Amharic,Armenian,0.5997462868690491,False
Amharic,[Whisper-la],0.1984967440366745,False
Amharic,Amharic,0.4249514043331146,True
Amharic,Amharic,0.11814433336257935,True
Amharic,Marathi,0.34953251481056213,False
Amharic,Amharic,0.2674856185913086,True
Amharic,Amharic,0.05338551849126816,True
Amharic,Amharic,0.3822752833366394,True
Amharic,Amharic,0.3777734041213989,True
Amharic,Amharic,0.3245648741722107,True
Amharic,German,0.19814716279506683,False
Amharic,English,0.08160007745027542,False
Amharic,Bengali,0.17635203897953033,False
Amharic,Armenian,0.3591233789920807,False
Amharic,Hungarian,0.20631739497184753,False
Amharic,Persian,0.16131457686424255,False
Amharic,Arabic,0.25340571999549866,False
Amharic,Amharic,0.11393372714519501,True
Amharic,[Whisper-la],0.28245341777801514,False
Amharic,Hungarian,0.08509236574172974,False
Amharic,Marathi,0.1660071164369583,False
Amharic,Khmer,0.08880949765443802,False
Amharic,[Whisper-la],0.1461656391620636,False
Amharic,Marathi,0.28452184796333313,False
Amharic,Armenian,0.05282074585556984,False
Amharic,[Whisper-la],0.06907815486192703,False
Amharic,Bengali,0.23682378232479095,False
Amharic,Amharic,0.12115408480167389,True
Amharic,Amharic,0.310236394405365,True
Amharic,Bengali,0.3319951891899109,False
Amharic,Amharic,0.21209144592285156,True
Amharic,Marathi,0.16974879801273346,False
Amharic,Persian,0.18381284177303314,False
Amharic,Amharic,0.13896474242210388,True
Amharic,[Whisper-si],0.22130167484283447,False
Amharic,Armenian,0.12954917550086975,False
Amharic,Hungarian,0.11361658573150635,False
Amharic,Arabic,0.05398485064506531,False
Amharic,Amharic,0.6029890775680542,True
Amharic,Amharic,0.326331228017807,True
Amharic,Armenian,0.2707822918891907,False
Amharic,Khmer,0.5092217922210693,False
Amharic,Armenian,0.5076127052307129,False
Amharic,Amharic,0.1062299832701683,True
Amharic,Norwegian,0.4837253987789154,False
Amharic,English,0.14901773631572723,False
Amharic,[Whisper-si],0.1608991175889969,False
Amharic,Persian,0.163723886013031,False
Amharic,Hindi,0.11666852980852127,False
Amharic,Amharic,0.21832261979579926,True
Amharic,Amharic,0.340603232383728,True
Amharic,[Whisper-si],0.1808161735534668,False
Amharic,Amharic,0.30291154980659485,True
Amharic,Turkish,0.4375949800014496,False
Amharic,Armenian,0.09675265103578568,False
Amharic,Amharic,0.18616528809070587,True
Amharic,Spanish,0.09512369334697723,False
Amharic,Amharic,0.16214269399642944,True
Amharic,Armenian,0.6346359252929688,False
Amharic,Amharic,0.09910453855991364,True
Amharic,[Whisper-si],0.06762741506099701,False
Amharic,Armenian,0.37525850534439087,False
Amharic,Amharic,0.5563024878501892,True
Amharic,Arabic,0.13244777917861938,False
Amharic,Greek,0.22496825456619263,False
Amharic,Amharic,0.21858000755310059,True
Amharic,Amharic,0.12147344648838043,True
Amharic,Arabic,0.3373575806617737,False
Amharic,[Whisper-sq],0.17630575597286224,False
Amharic,Bengali,0.1137918084859848,False
Amharic,English,0.1952148675918579,False
Amharic,Arabic,0.8168440461158752,False
Amharic,Bengali,0.2967391908168793,False
Amharic,Hungarian,0.07175251096487045,False
Amharic,Armenian,0.04547509923577309,False
Amharic,Amharic,0.4424041509628296,True
Amharic,Hungarian,0.14552539587020874,False
Amharic,Czech,0.17307397723197937,False
Amharic,Armenian,0.5861958265304565,False
Amharic,[Whisper-si],0.21524584293365479,False
Amharic,Turkish,0.19385305047035217,False
Amharic,Amharic,0.42272666096687317,True
Amharic,Arabic,0.1316482275724411,False
Amharic,Armenian,0.4323035478591919,False
Amharic,Bengali,0.05542568862438202,False
Amharic,Khmer,0.34840601682662964,False
Amharic,Armenian,0.5860503315925598,False
Amharic,Amharic,0.14779730141162872,True
Amharic,Bulgarian,0.21483512222766876,False
Amharic,Amharic,0.2675800025463104,True
Amharic,Armenian,0.49601948261260986,False
Amharic,Armenian,0.2755298912525177,False
Amharic,Amharic,0.09844902157783508,True
Amharic,Hindi,0.06447882205247879,False
Amharic,Telugu,0.13962095975875854,False
Amharic,Amharic,0.10653233528137207,True
Amharic,Arabic,0.1337786763906479,False
Amharic,Armenian,0.5737306475639343,False
Amharic,Bengali,0.23265880346298218,False
Amharic,Khmer,0.398529976606369,False
Amharic,Amharic,0.03821485862135887,True
Amharic,Arabic,0.3928073048591614,False
Amharic,Amharic,0.16859787702560425,True
Amharic,[Whisper-si],0.2340414822101593,False
Amharic,Turkish,0.2903839647769928,False
Amharic,Arabic,0.4762730002403259,False
